NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	79	0.36343974	1.5053906	0.024340771	0.35610965	0.2	2302	tags=34%, list=24%, signal=45%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	108	0.36477125	1.4905179	0.0	0.21050772	0.24	1579	tags=29%, list=17%, signal=34%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	150	0.3234342	1.4273835	0.076771654	0.28291097	0.437	1926	tags=32%, list=20%, signal=40%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	127	0.35432586	1.4246587	0.03187251	0.22434303	0.466	1891	tags=36%, list=20%, signal=45%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	124	0.3371378	1.372535	0.08966862	0.28431916	0.611	1278	tags=23%, list=14%, signal=27%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	100	0.35835582	1.3202069	0.065737054	0.35512242	0.687	1770	tags=34%, list=19%, signal=41%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	49	0.3695171	1.2837313	0.09815951	0.40884882	0.795	2904	tags=43%, list=31%, signal=62%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	37	0.3278864	1.2603835	0.2102161	0.41545126	0.816	3107	tags=43%, list=33%, signal=64%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	70	0.27209717	1.1732472	0.20564516	0.62512213	0.91	1312	tags=23%, list=14%, signal=26%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	23	0.38839573	1.1679218	0.19361702	0.57000124	0.91	2240	tags=43%, list=24%, signal=57%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	45	0.2960548	1.1649796	0.29821074	0.5288799	0.91	1376	tags=20%, list=15%, signal=23%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	146	0.25959554	1.1599543	0.1643002	0.5014115	0.948	1057	tags=16%, list=11%, signal=17%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	139	0.24899945	1.1540188	0.14639175	0.4768147	0.948	1057	tags=17%, list=11%, signal=18%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	51	0.35229144	1.1298535	0.20910972	0.51429087	0.948	1773	tags=31%, list=19%, signal=38%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	84	0.24998048	1.1284683	0.21906693	0.48217812	0.948	1484	tags=20%, list=16%, signal=24%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	107	0.26683646	1.0987633	0.354251	0.52563447	0.974	1147	tags=20%, list=12%, signal=22%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	81	0.2374802	1.0929892	0.21807465	0.51115286	0.974	2630	tags=36%, list=28%, signal=49%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	50	0.273255	1.0668722	0.32776618	0.53644186	0.986	1579	tags=20%, list=17%, signal=24%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	103	0.26310366	1.0325619	0.3478261	0.5884027	0.986	2112	tags=29%, list=22%, signal=37%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	108	0.2555348	1.0141143	0.376	0.6058528	0.986	1296	tags=19%, list=14%, signal=22%	
