NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	69	-0.41311955	-1.443595	0.023012552	0.63525254	0.492	1410	tags=29%, list=15%, signal=34%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	70	-0.4181234	-1.4160465	0.09915612	0.4397846	0.553	1452	tags=34%, list=16%, signal=40%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	84	-0.34185866	-1.2400736	0.19096509	0.8831931	0.849	2028	tags=37%, list=22%, signal=47%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	120	-0.37662268	-1.2213169	0.23917526	0.7066561	0.849	1804	tags=33%, list=19%, signal=41%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	20	-0.4421677	-1.1760694	0.21073559	0.7204995	0.876	2224	tags=50%, list=24%, signal=66%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	103	-0.39928353	-1.1528512	0.3510204	0.6515668	0.876	1205	tags=28%, list=13%, signal=32%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	36	-0.39495352	-1.143594	0.27732792	0.59125584	0.889	1700	tags=36%, list=18%, signal=44%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	153	-0.31025538	-1.1163093	0.34489796	0.59423786	0.917	1830	tags=31%, list=20%, signal=38%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	43	-0.25259706	-1.1053748	0.2570281	0.5575041	0.932	941	tags=16%, list=10%, signal=18%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	55	-0.31766424	-1.0828677	0.34583333	0.5449407	0.932	1605	tags=27%, list=17%, signal=33%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	58	-0.4479391	-0.95549595	0.6297787	0.75764894	0.988	1652	tags=34%, list=18%, signal=42%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	17	-0.3239407	-0.9549952	0.56969696	0.69534475	0.988	1117	tags=24%, list=12%, signal=27%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	98	-0.23603502	-0.91842335	0.5907258	0.7191109	0.988	1420	tags=23%, list=15%, signal=27%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	96	-0.25534922	-0.89867806	0.5104167	0.69674957	0.988	1735	tags=28%, list=19%, signal=34%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	127	-0.2222251	-0.8920593	0.56949806	0.65626264	0.988	1799	tags=26%, list=19%, signal=32%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	61	-0.22203675	-0.8678371	0.67634857	0.6589047	0.988	1866	tags=28%, list=20%, signal=35%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	102	-0.20952244	-0.7795065	0.6773547	0.74236554	1.0	1700	tags=25%, list=18%, signal=31%	
