NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	159	0.63134813	1.9940935	0.0	0.010999999	0.0	1350	tags=45%, list=15%, signal=51%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	158	0.6612253	1.975978	0.0	0.010999999	0.011	951	tags=42%, list=10%, signal=46%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	159	0.49259087	1.8852397	0.0	0.014225804	0.023	927	tags=26%, list=10%, signal=28%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	50	0.53501767	1.8152125	0.0	0.013419352	0.023	981	tags=30%, list=11%, signal=33%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	148	0.65564287	1.7711633	0.0	0.012935484	0.023	739	tags=41%, list=8%, signal=44%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	141	0.60211885	1.7314417	0.0	0.012612903	0.023	755	tags=36%, list=8%, signal=39%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	149	0.40292642	1.6441576	0.0	0.012382487	0.023	1299	tags=27%, list=14%, signal=31%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	103	0.39302987	1.430935	0.0403071	0.14323214	0.48	1836	tags=33%, list=20%, signal=41%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	24	0.47367403	1.4229753	0.054474708	0.13665591	0.492	1582	tags=42%, list=17%, signal=50%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	123	0.37898618	1.3920238	0.0327553	0.14766875	0.543	1553	tags=28%, list=17%, signal=34%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	49	0.4409238	1.3425616	0.13384321	0.1809237	0.638	2710	tags=51%, list=29%, signal=72%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	184	0.33802736	1.3246917	0.17533718	0.18153362	0.66	1865	tags=30%, list=20%, signal=37%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	105	0.2659716	1.2206193	0.025540275	0.30238906	0.881	1532	tags=21%, list=17%, signal=25%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	50	0.3169468	1.2080727	0.11967546	0.30076903	0.902	2021	tags=34%, list=22%, signal=43%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	77	0.2538935	1.1812408	0.13069306	0.32110634	0.941	2003	tags=31%, list=22%, signal=39%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	164	0.26332995	1.1366565	0.24236253	0.3714792	0.954	2159	tags=32%, list=23%, signal=41%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	77	0.2751219	1.1152072	0.21807465	0.39787433	0.988	618	tags=14%, list=7%, signal=15%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	129	0.3024852	1.1117761	0.30905512	0.38016635	0.988	1415	tags=23%, list=15%, signal=27%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	107	0.25661105	1.102189	0.18774703	0.38089797	0.988	1660	tags=22%, list=18%, signal=27%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	81	0.1940145	1.0350056	0.40792078	0.49381214	0.988	2547	tags=35%, list=28%, signal=47%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		105	0.2256986	0.98855746	0.4903846	0.5444523	0.988	1308	tags=19%, list=14%, signal=22%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		20	0.39024666	0.9880195	0.48425198	0.5227357	1.0	1406	tags=35%, list=15%, signal=41%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		72	0.21084638	0.9210548	0.66988415	0.634308	1.0	1950	tags=22%, list=21%, signal=28%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		45	0.19213499	0.7720124	0.83501005	0.8530635	1.0	2121	tags=27%, list=23%, signal=34%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		36	0.19569226	0.7345588	0.8047809	0.8645827	1.0	2262	tags=33%, list=25%, signal=44%	
